Restaurant Name,Restaurant URL
Rijnzicht,https://guide.michelin.com/en/gelderland/doornenburg/restaurant/rijnzicht
Restaurant De Burgemeester,https://guide.michelin.com/en/utrecht/linschoten/restaurant/de-burgemeester
Adam,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/adam
MOS,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/mos
Mont Blanc,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/mont-blanc
BAK,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/bak
Het Arsenaal 1309,https://guide.michelin.com/en/gelderland/doesburg_2216093/restaurant/het-arsenaal-1309
Arca,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/arca-1197015
Putaine,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/putaine
Moustique,https://guide.michelin.com/en/noord-holland/haarlem/restaurant/moustique
Rura by Naomi & Joey,https://guide.michelin.com/en/limburg/roermond/restaurant/rura-by-naomi-joey
Robuust,https://guide.michelin.com/en/overijssel/vollenhove_2214756/restaurant/robuust-1183848
De Woage,https://guide.michelin.com/en/overijssel/gramsbergen/restaurant/de-woage
De Wilg,https://guide.michelin.com/en/noord-brabant/de-mortel_2216061/restaurant/de-wilg
Auberge - cuisine française,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/auberge-cuisine-francaise
Boompjes,https://guide.michelin.com/en/noord-brabant/overloon/restaurant/boompjes
HFSLG Bar & Bistro,https://guide.michelin.com/en/utrecht/zeist/restaurant/hfslg
6&24,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/6-24
Restaurant Smink,https://guide.michelin.com/en/fryslan/wolvega/restaurant/restaurant-smink
Concours,https://guide.michelin.com/en/utrecht/utrecht/restaurant/concours
VanOost,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/vanoost
Aji,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/aji548473
DOYY,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/doyy
Kale & de Bril,https://guide.michelin.com/en/zeeland/goes/restaurant/kale-de-bril
The Millèn,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/the-millen
Bistro Bord'o,https://guide.michelin.com/en/zuid-holland/leiden/restaurant/bistro-bord-o
Het Oude Gemeentehuis,https://guide.michelin.com/en/utrecht/rhenen/restaurant/het-oude-gemeentehuis
Bovenmeester,https://guide.michelin.com/en/overijssel/steenwijk/restaurant/bovenmeester
Meliefste,https://guide.michelin.com/en/zeeland/wolphaartsdijk/restaurant/meliefste
Cèpes,https://guide.michelin.com/en/gelderland/otterlo/restaurant/cepes
Tribeca,https://guide.michelin.com/en/noord-brabant/heeze/restaurant/tribeca502881
Auberge des Moules,https://guide.michelin.com/en/zeeland/philippine/restaurant/auberge-des-moules
Tabkeaw,https://guide.michelin.com/en/limburg/maastricht/restaurant/tabkeaw
De Mandemaaker,https://guide.michelin.com/en/utrecht/spakenburg/restaurant/de-mandemaaker
Kasteel Ter Worm,https://guide.michelin.com/en/limburg/heerlen/restaurant/kasteel-ter-worm
Restaurant 55,https://guide.michelin.com/en/limburg/maastricht/restaurant/restaurant-55
Damianz,https://guide.michelin.com/en/limburg/roermond/restaurant/damianz
Da Vinci,https://guide.michelin.com/en/limburg/maasbracht/restaurant/da-vinci212741
De Bloemenbeek,https://guide.michelin.com/en/overijssel/de-lutte/restaurant/de-bloemenbeek
Red Orchids,https://guide.michelin.com/en/noord-holland/heemstede/restaurant/red-orchids
Bij Mette,https://guide.michelin.com/en/utrecht/linschoten/restaurant/bij-mette
Sense,https://guide.michelin.com/en/noord-brabant/nl-s-hertogenbosch/restaurant/sense306045
De Luytervelde,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/de-luytervelde
Nastrium,https://guide.michelin.com/en/noord-brabant/helmond/restaurant/nastrium
Promessa,https://guide.michelin.com/en/noord-brabant/eersel/restaurant/promessa
Auberge de Veste,https://guide.michelin.com/en/noord-brabant/nl-s-hertogenbosch/restaurant/auberge-de-veste
De Lindenhof,https://guide.michelin.com/en/overijssel/giethoorn/restaurant/de-lindenhof
Zuid by Adrian Zarzo,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/sun-by-zarzo
Bistro T-bone,https://guide.michelin.com/en/overijssel/enter/restaurant/bistro-t-bone
Het Weeshuys,https://guide.michelin.com/en/noord-brabant/geertruidenberg/restaurant/t-weeshuys
Infini,https://guide.michelin.com/en/limburg/wahlwiller/restaurant/infini
De Knip,https://guide.michelin.com/en/zuid-holland/voorschoten/restaurant/de-knip
de Molenaar,https://guide.michelin.com/en/groningen/onderdendam/restaurant/de-molenaar
DYLANS,https://guide.michelin.com/en/zuid-holland/noordwijk-aan-zee/restaurant/dylans
De Treeswijkhoeve,https://guide.michelin.com/en/noord-brabant/waalre/restaurant/de-treeswijkhoeve
Villa la Ruche,https://guide.michelin.com/en/zuid-holland/voorburg/restaurant/villa-la-ruche
De Zeeuw,https://guide.michelin.com/en/noord-holland/haarlem/restaurant/de-zeeuw
Bosq,https://guide.michelin.com/en/noord-holland/den-hoorn/restaurant/bosq
De Watergeus,https://guide.michelin.com/en/zuid-holland/noorden/restaurant/de-watergeus
Breakers Beach House,https://guide.michelin.com/en/zuid-holland/noordwijk-aan-zee/restaurant/breakers-beach-house
The Bishop,https://guide.michelin.com/en/zuid-holland/leiden/restaurant/the-bishop
Latour,https://guide.michelin.com/en/zuid-holland/noordwijk-aan-zee/restaurant/latour
Old Skool,https://guide.michelin.com/en/gelderland/druten/restaurant/old-skool
DeliCees,https://guide.michelin.com/en/zuid-holland/dordrecht/restaurant/delicees
Landgoed de Holtweijde,https://guide.michelin.com/en/overijssel/lattrop/restaurant/landgoed-de-holtweijde
't Nonnetje,https://guide.michelin.com/en/gelderland/harderwijk/restaurant/t-nonnetje
Oogst,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/oogst
Bøg,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/bog
't Arsenaal,https://guide.michelin.com/en/overijssel/deventer/restaurant/t-arsenaal
Woods,https://guide.michelin.com/en/zuid-holland/leiden/restaurant/woods212700
Bistro de Holterberg,https://guide.michelin.com/en/overijssel/holten/restaurant/bistro-de-holterberg
LEV Foodbar,https://guide.michelin.com/en/gelderland/doetinchem/restaurant/lev-foodbar
Mezger,https://guide.michelin.com/en/zeeland/domburg/restaurant/mezger
Raedthuys,https://guide.michelin.com/en/gelderland/doetinchem/restaurant/raedthuys
In Den Rustwat,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/in-den-rustwat
De Gaffel,https://guide.michelin.com/en/drenthe/valthe/restaurant/de-gaffel
Fred,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fred
Restaurant Atelier,https://guide.michelin.com/en/limburg/gulpen/restaurant/l-atelier212517
Brasserie Goeie Louisa,https://guide.michelin.com/en/utrecht/utrecht/restaurant/goeie-louisa
't Vlasbloemeken,https://guide.michelin.com/en/zeeland/koewacht/restaurant/t-vlasbloemeken
Dudockx Bar & Kitchen,https://guide.michelin.com/en/noord-holland/hilversum/restaurant/dudockx-bar-kitchen
Restaurant Eindeloos,https://guide.michelin.com/en/fryslan/leeuwarden/restaurant/eindeloos
Hanasato,https://guide.michelin.com/en/groningen/groningen/restaurant/hanasato
De Librije,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije
Bistro Sophie,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/bistro-sophie
Hendrik van Maurick,https://guide.michelin.com/en/noord-brabant/vught/restaurant/hendrik-van-maurick
De Hinde,https://guide.michelin.com/en/fryslan/hindeloopen/restaurant/de-hinde
Oesterbeurs,https://guide.michelin.com/en/zeeland/yerseke/restaurant/oesterbeurs
Sillyfox,https://guide.michelin.com/en/noord-brabant/veghel/restaurant/sillyfox
Scherp,https://guide.michelin.com/en/zeeland/middelburg/restaurant/scherp
Restaurant MANNA,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/manna259150
Bistro Madeleine,https://guide.michelin.com/en/utrecht/utrecht/restaurant/bistro-madeleine
Flicka,https://guide.michelin.com/en/gelderland/kerkdriel/restaurant/flicka
Wolf Atelier,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/wolf-atelier
Bistro Aragosta,https://guide.michelin.com/en/fryslan/leeuwarden/restaurant/bistro-aragosta
Bistro Nijeholt,https://guide.michelin.com/en/fryslan/beetsterzwaag/restaurant/bistro-nijeholt
De Kas,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/de-kas
De Witte Gans,https://guide.michelin.com/en/overijssel/dalfsen/restaurant/herberg-de-witte-gans
De Ertepeller,https://guide.michelin.com/en/zuid-holland/papendrecht/restaurant/de-ertepeller
De Silveren Spiegel,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/de-silveren-spiegel
Lucie Cocina,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/lucie-cocina
Noble Kitchen,https://guide.michelin.com/en/noord-brabant/cromvoirt/restaurant/noble-kitchen
Le Moulin,https://guide.michelin.com/en/noord-holland/castricum/restaurant/le-moulin212341
Pieters Restaurant,https://guide.michelin.com/en/zuid-holland/bergambacht/restaurant/pieters-restaurant
La nouvelle Auberge,https://guide.michelin.com/en/noord-brabant/tilburg/restaurant/la-nouvelle-auberge213940
Etablissement 1880,https://guide.michelin.com/en/zeeland/groede/restaurant/etablissement-1880
Het Binnenhof,https://guide.michelin.com/en/zeeland/goes/restaurant/het-binnenhof
Basaal,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/basaal-1194865
Carelshaven,https://guide.michelin.com/en/overijssel/delden/restaurant/carelshaven
A-Fusion,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/a-fusion
Restaurant Kasteel Engelenburg,https://guide.michelin.com/en/gelderland/brummen/restaurant/kasteel-engelenburg
Arles,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/arles
Scheepskameel,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/scheepskameel
Porta Sud,https://guide.michelin.com/en/noord-brabant/breda/restaurant/porta-sud
Hemel & Aarde,https://guide.michelin.com/en/utrecht/utrecht/restaurant/hemel-aarde
Oesterput 14,https://guide.michelin.com/en/zeeland/yerseke/restaurant/oesterput-14
Puur Sanh,https://guide.michelin.com/en/gelderland/berg-en-dal/restaurant/puur-sanh
Het Bosch,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/het-bosch
Zenith,https://guide.michelin.com/en/gelderland/apeldoorn/restaurant/zenith
Vista,https://guide.michelin.com/en/noord-brabant/nl-willemstad/restaurant/vista488719
Ciel Bleu,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/ciel-bleu
Senses,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/senses318529
Visaandeschelde,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/visaandeschelde
Serre,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/serre
De Gieser Wildeman,https://guide.michelin.com/en/zuid-holland/noordeloos/restaurant/de-gieser-wildeman
Herberg Onder de Linden,https://guide.michelin.com/en/groningen/aduard/restaurant/herberg-onder-de-linden
Kook Atelier op Oost,https://guide.michelin.com/en/noord-holland/oosterend/restaurant/kook-atelier-op-oost
Aan de Poel,https://guide.michelin.com/en/noord-holland/amstelveen/restaurant/aan-de-poel
Maris Piper,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/maris-piper
Bougainville,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/bougainville
Reblochon,https://guide.michelin.com/en/noord-brabant/haaren_2216275/restaurant/reblochon
Valuas,https://guide.michelin.com/en/limburg/venlo/restaurant/valuas
Château Neercanne,https://guide.michelin.com/en/limburg/maastricht/restaurant/chateau-neercanne
Fermin,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fermin
De Rozario,https://guide.michelin.com/en/noord-brabant/helmond/restaurant/derozario-1192702
Prix de Rome,https://guide.michelin.com/en/limburg/maastricht/restaurant/prix-de-rome
Brut172,https://guide.michelin.com/en/limburg/reijmerstok/restaurant/brut172
Broederenklooster,https://guide.michelin.com/en/gelderland/zutphen_2217282/restaurant/broederenklooster
MEI,https://guide.michelin.com/en/utrecht/amersfoort/restaurant/mei
Bistrot Regent,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/bistrot-regent
Restaurant élevé,https://guide.michelin.com/en/fryslan/leeuwarden/restaurant/eleve
Céline,https://guide.michelin.com/en/utrecht/nieuwegein/restaurant/celine
Graphite by Peter Gast,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/graphite-by-peter-gast
Barres,https://guide.michelin.com/en/zeeland/middelburg/restaurant/barres
Nazka,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/nazka
Bistrobar Beaune,https://guide.michelin.com/en/gelderland/rozendaal/restaurant/bistrobar-beaune
Tres,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/tres
Café Samabe,https://guide.michelin.com/en/noord-holland/haarlem/restaurant/cafe-samabe
Bistrôt Chapeau,https://guide.michelin.com/en/noord-holland/blaricum/restaurant/bistrot-chapeau
Foer,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/foer
De Nederlanden,https://guide.michelin.com/en/utrecht/vreeland/restaurant/de-nederlanden
Bij Hammingh,https://guide.michelin.com/en/groningen/garnwerd/restaurant/bij-hammingh
Joann,https://guide.michelin.com/en/overijssel/enschede/restaurant/joann
ONE,https://guide.michelin.com/en/limburg/roermond/restaurant/one
Restaurant ñ,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/restaurant-n
Huson,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/huson
De Watermolen,https://guide.michelin.com/en/gelderland/velp/restaurant/de-watermolen420731
The Green Rose,https://guide.michelin.com/en/gelderland/arnhem/restaurant/the-green-rose
Zeezout,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/zeezout
Zout & Citroen,https://guide.michelin.com/en/noord-brabant/oosterhout/restaurant/zout-citroen
Puur Zee,https://guide.michelin.com/en/noord-holland/wijk-aan-zee/restaurant/puur-zee-by-imko-s
De Harmonie 23,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/de-harmonie-23
't Nieuwe Diekhuus,https://guide.michelin.com/en/gelderland/terwolde/restaurant/t-nieuwe-diekhuus
Flores,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/bistro-flores
FG - François Geurds,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fg-francois-geurds
Bistro Refter,https://guide.michelin.com/en/groningen/winsum/restaurant/bistro-refter
Restaurant Vannu,https://guide.michelin.com/en/noord-brabant/bavel_2215893/restaurant/restaurant-vannu
Demain,https://guide.michelin.com/en/zeeland/cadzand/restaurant/demain
Senang,https://guide.michelin.com/en/overijssel/zwolle/restaurant/bar-senang
Basiliek,https://guide.michelin.com/en/gelderland/harderwijk/restaurant/basiliek-1203189
Tante Koosje,https://guide.michelin.com/en/utrecht/loenen-aan-de-vecht/restaurant/tante-koosje
't Amsterdammertje,https://guide.michelin.com/en/utrecht/loenen-aan-de-vecht/restaurant/t-amsterdammertje
Wielinga,https://guide.michelin.com/en/zuid-holland/leiden/restaurant/wielinga
R21,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/r21
Restaurant Affect,https://guide.michelin.com/en/overijssel/zwolle/restaurant/restaurant-affect
Sabero,https://guide.michelin.com/en/noord-brabant/leende_2216558/restaurant/sabero-1209599
Resumé by 6&24,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/resume-by-6-24
Le Jardin,https://guide.michelin.com/en/utrecht/utrecht/restaurant/le-jardin-1208194
De Etalage,https://guide.michelin.com/en/limburg/geleen_2216218/restaurant/de-etalage
SEAson - Arsenaal,https://guide.michelin.com/en/noord-holland/naarden/restaurant/season-arsenaal
Gitane,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/gitane
Savour,https://guide.michelin.com/en/groningen/haren_2213646/restaurant/savour
Restaurant Markant,https://guide.michelin.com/en/noord-brabant/breda/restaurant/restaurant-markant
Wijnhuis De Blauwe Camer,https://guide.michelin.com/en/noord-brabant/oosterhout/restaurant/wijnhuis-de-blauwe-camer
Wildlight Kitchen + Bar,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/wildlight-kitchen-bar
Gary’s,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/gary-s
Sushi Masuda,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/sushi-masuda-1214860
Tetsu Sushi Bar,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/tetsu-sushi-bar
Seaport City Seafood,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/seaport-city-seafood
Bravo,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/bravo-1214855
Okeya Kyujiro,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/okeya-kyujiro
Sushi Hil,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/sushi-hil
Nammos Estiatorio,https://guide.michelin.com/en/british-columbia/ca-vancouver/restaurant/nammos-estiatorio
